,filename,label,dir,length,rate
108,c05vee_eg_kal_r11.wav,kalyani,train,3.0,16000
109,c06vee_eg_kal_r11.wav,kalyani,train,3.0,16000
110,c07vee_eg_kal_r11.wav,kalyani,train,3.0,16000
111,c08vee_eg_kal_r11.wav,kalyani,train,3.0,16000
112,c09vee_eg_kal_r11.wav,kalyani,train,3.0,16000
113,c010vee_eg_kal_r11.wav,kalyani,train,3.0,16000
114,c011vee_eg_kal_r11.wav,kalyani,train,3.0,16000
115,c012vee_eg_kal_r11.wav,kalyani,train,3.0,16000
116,c013vee_eg_kal_r11.wav,kalyani,train,3.0,16000
117,c014vee_eg_kal_r11.wav,kalyani,train,3.0,16000
118,c015vee_eg_kal_r11.wav,kalyani,train,3.0,16000
119,c016vee_eg_kal_r11.wav,kalyani,train,3.0,16000
120,c017vee_eg_kal_r11.wav,kalyani,train,3.0,16000
121,c018vee_eg_kal_r11.wav,kalyani,train,3.0,16000
122,c019vee_eg_kal_r11.wav,kalyani,train,3.0,16000
123,c020vee_eg_kal_r11.wav,kalyani,train,3.0,16000
124,c021vee_eg_kal_r11.wav,kalyani,train,3.0,16000
125,c022vee_eg_kal_r11.wav,kalyani,train,3.0,16000
126,c023vee_eg_kal_r11.wav,kalyani,train,3.0,16000
127,c024vee_eg_kal_r11.wav,kalyani,train,3.0,16000
128,c025vee_eg_kal_r11.wav,kalyani,train,3.0,16000
129,c026vee_eg_kal_r11.wav,kalyani,train,3.0,16000
130,c027vee_eg_kal_r11.wav,kalyani,train,3.0,16000
131,c028vee_eg_kal_r11.wav,kalyani,train,3.0,16000
132,c029vee_eg_kal_r11.wav,kalyani,train,3.0,16000
133,c030vee_eg_kal_r11.wav,kalyani,train,3.0,16000
134,c031vee_eg_kal_r11.wav,kalyani,train,3.0,16000
135,c032vee_eg_kal_r11.wav,kalyani,train,3.0,16000
136,c033vee_eg_kal_r11.wav,kalyani,train,3.0,16000
137,c034vee_eg_kal_r11.wav,kalyani,train,3.0,16000
138,c035vee_eg_kal_r11.wav,kalyani,train,3.0,16000
139,c036vee_eg_kal_r11.wav,kalyani,train,3.0,16000
140,c037vee_eg_kal_r11.wav,kalyani,train,3.0,16000
141,c038vee_eg_kal_r11.wav,kalyani,train,3.0,16000
142,c039vee_eg_kal_r11.wav,kalyani,train,3.0,16000
143,c040vee_eg_kal_r11.wav,kalyani,train,3.0,16000
144,c041vee_eg_kal_r11.wav,kalyani,train,3.0,16000
145,c042vee_eg_kal_r11.wav,kalyani,train,3.0,16000
146,c01fl_smc_kal004_2.wav,kalyani,train,3.0,16000
147,c02fl_smc_kal004_2.wav,kalyani,train,3.0,16000
148,c03fl_smc_kal004_2.wav,kalyani,train,3.0,16000
149,c04fl_smc_kal004_2.wav,kalyani,train,3.0,16000
150,c05fl_smc_kal004_2.wav,kalyani,train,3.0,16000
151,c06fl_smc_kal004_2.wav,kalyani,train,3.0,16000
152,c07fl_smc_kal004_2.wav,kalyani,train,3.0,16000
153,c08fl_smc_kal004_2.wav,kalyani,train,3.0,16000
154,c09fl_smc_kal004_2.wav,kalyani,train,3.0,16000
155,c010fl_smc_kal004_2.wav,kalyani,train,3.0,16000
156,c011fl_smc_kal004_2.wav,kalyani,train,3.0,16000
157,c012fl_smc_kal004_2.wav,kalyani,train,3.0,16000
158,c013fl_smc_kal004_2.wav,kalyani,train,3.0,16000
159,c01vee_kin_kal_r15.wav,kalyani,train,3.0,16000
160,c02vee_kin_kal_r15.wav,kalyani,train,3.0,16000
161,c03vee_kin_kal_r15.wav,kalyani,train,3.0,16000
162,c04vee_kin_kal_r15.wav,kalyani,train,3.0,16000
163,c05vee_kin_kal_r15.wav,kalyani,train,3.0,16000
164,c06vee_kin_kal_r15.wav,kalyani,train,3.0,16000
165,c07vee_kin_kal_r15.wav,kalyani,train,3.0,16000
166,c08vee_kin_kal_r15.wav,kalyani,train,3.0,16000
167,c09vee_kin_kal_r15.wav,kalyani,train,3.0,16000
168,c010vee_kin_kal_r15.wav,kalyani,train,3.0,16000
169,c011vee_kin_kal_r15.wav,kalyani,train,3.0,16000
170,c012vee_kin_kal_r15.wav,kalyani,train,3.0,16000
171,c013vee_kin_kal_r15.wav,kalyani,train,3.0,16000
172,c014vee_kin_kal_r15.wav,kalyani,train,3.0,16000
173,c015vee_kin_kal_r15.wav,kalyani,train,3.0,16000
174,c016vee_kin_kal_r15.wav,kalyani,train,3.0,16000
175,c017vee_kin_kal_r15.wav,kalyani,train,3.0,16000
176,c018vee_kin_kal_r15.wav,kalyani,train,3.0,16000
177,c019vee_kin_kal_r15.wav,kalyani,train,3.0,16000
178,c020vee_kin_kal_r15.wav,kalyani,train,3.0,16000
179,c021vee_kin_kal_r15.wav,kalyani,train,3.0,16000
180,c022vee_kin_kal_r15.wav,kalyani,train,3.0,16000
181,c023vee_kin_kal_r15.wav,kalyani,train,3.0,16000
182,c024vee_kin_kal_r15.wav,kalyani,train,3.0,16000
183,c025vee_kin_kal_r15.wav,kalyani,train,3.0,16000
184,c026vee_kin_kal_r15.wav,kalyani,train,3.0,16000
185,c027vee_kin_kal_r15.wav,kalyani,train,3.0,16000
186,c028vee_kin_kal_r15.wav,kalyani,train,3.0,16000
187,c029vee_kin_kal_r15.wav,kalyani,train,3.0,16000
188,c030vee_kin_kal_r15.wav,kalyani,train,3.0,16000
189,c031vee_kin_kal_r15.wav,kalyani,train,3.0,16000
190,c032vee_kin_kal_r15.wav,kalyani,train,3.0,16000
191,c033vee_kin_kal_r15.wav,kalyani,train,3.0,16000
192,c034vee_kin_kal_r15.wav,kalyani,train,3.0,16000
193,c035vee_kin_kal_r15.wav,kalyani,train,3.0,16000
194,c036vee_kin_kal_r15.wav,kalyani,train,3.0,16000
195,c037vee_kin_kal_r15.wav,kalyani,train,3.0,16000
196,c038vee_kin_kal_r15.wav,kalyani,train,3.0,16000
197,c039vee_kin_kal_r15.wav,kalyani,train,3.0,16000
198,c040vee_kin_kal_r15.wav,kalyani,train,3.0,16000
199,c041vee_kin_kal_r15.wav,kalyani,train,3.0,16000
200,c042vee_kin_kal_r15.wav,kalyani,train,3.0,16000
201,c043vee_kin_kal_r15.wav,kalyani,train,3.0,16000
202,c044vee_kin_kal_r15.wav,kalyani,train,3.0,16000
203,c045vee_kin_kal_r15.wav,kalyani,train,3.0,16000
204,c046vee_kin_kal_r15.wav,kalyani,train,3.0,16000
205,c047vee_kin_kal_r15.wav,kalyani,train,3.0,16000
206,c048vee_kin_kal_r15.wav,kalyani,train,3.0,16000
207,c049vee_kin_kal_r15.wav,kalyani,train,3.0,16000
208,c050vee_kin_kal_r15.wav,kalyani,train,3.0,16000
209,c051vee_kin_kal_r15.wav,kalyani,train,3.0,16000
210,c052vee_kin_kal_r15.wav,kalyani,train,3.0,16000
211,c053vee_kin_kal_r15.wav,kalyani,train,3.0,16000
212,c054vee_kin_kal_r15.wav,kalyani,train,3.0,16000
213,c055vee_kin_kal_r15.wav,kalyani,train,3.0,16000
214,c056vee_kin_kal_r15.wav,kalyani,train,3.0,16000
215,c057vee_kin_kal_r15.wav,kalyani,train,3.0,16000
216,c058vee_kin_kal_r15.wav,kalyani,train,3.0,16000
217,c059vee_kin_kal_r15.wav,kalyani,train,3.0,16000
218,c060vee_kin_kal_r15.wav,kalyani,train,3.0,16000
219,c061vee_kin_kal_r15.wav,kalyani,train,3.0,16000
220,c062vee_kin_kal_r15.wav,kalyani,train,3.0,16000
221,c063vee_kin_kal_r15.wav,kalyani,train,3.0,16000
222,c064vee_kin_kal_r15.wav,kalyani,train,3.0,16000
223,c065vee_kin_kal_r15.wav,kalyani,train,3.0,16000
224,c066vee_kin_kal_r15.wav,kalyani,train,3.0,16000
225,c067vee_kin_kal_r15.wav,kalyani,train,3.0,16000
226,c068vee_kin_kal_r15.wav,kalyani,train,3.0,16000
227,c069vee_kin_kal_r15.wav,kalyani,train,3.0,16000
228,c070vee_kin_kal_r15.wav,kalyani,train,3.0,16000
229,c071vee_kin_kal_r15.wav,kalyani,train,3.0,16000
230,c072vee_kin_kal_r15.wav,kalyani,train,3.0,16000
231,c073vee_kin_kal_r15.wav,kalyani,train,3.0,16000
232,c074vee_kin_kal_r15.wav,kalyani,train,3.0,16000
233,c075vee_kin_kal_r15.wav,kalyani,train,3.0,16000
234,c076vee_kin_kal_r15.wav,kalyani,train,3.0,16000
235,c077vee_kin_kal_r15.wav,kalyani,train,3.0,16000
236,c078vee_kin_kal_r15.wav,kalyani,train,3.0,16000
237,c079vee_kin_kal_r15.wav,kalyani,train,3.0,16000
238,c080vee_kin_kal_r15.wav,kalyani,train,3.0,16000
239,c081vee_kin_kal_r15.wav,kalyani,train,3.0,16000
240,c082vee_kin_kal_r15.wav,kalyani,train,3.0,16000
241,c01vee_ss_kal001_1.wav,kalyani,train,3.0,16000
242,c02vee_ss_kal001_1.wav,kalyani,train,3.0,16000
243,c03vee_ss_kal001_1.wav,kalyani,train,3.0,16000
244,c04vee_ss_kal001_1.wav,kalyani,train,3.0,16000
245,c05vee_ss_kal001_1.wav,kalyani,train,3.0,16000
246,c06vee_ss_kal001_1.wav,kalyani,train,3.0,16000
247,c07vee_ss_kal001_1.wav,kalyani,train,3.0,16000
248,c08vee_ss_kal001_1.wav,kalyani,train,3.0,16000
249,c09vee_ss_kal001_1.wav,kalyani,train,3.0,16000
250,c01vee_ss_kal001_13.wav,kalyani,train,3.0,16000
251,c02vee_ss_kal001_13.wav,kalyani,train,3.0,16000
252,c03vee_ss_kal001_13.wav,kalyani,train,3.0,16000
253,c04vee_ss_kal001_13.wav,kalyani,train,3.0,16000
254,c05vee_ss_kal001_13.wav,kalyani,train,3.0,16000
255,c06vee_ss_kal001_13.wav,kalyani,train,3.0,16000
256,c07vee_ss_kal001_13.wav,kalyani,train,3.0,16000
257,c08vee_ss_kal001_13.wav,kalyani,train,3.0,16000
258,c09vee_ss_kal001_13.wav,kalyani,train,3.0,16000
259,c01vee_ss_kal001_11.wav,kalyani,train,3.0,16000
260,c02vee_ss_kal001_11.wav,kalyani,train,3.0,16000
261,c03vee_ss_kal001_11.wav,kalyani,train,3.0,16000
262,c04vee_ss_kal001_11.wav,kalyani,train,3.0,16000
263,c05vee_ss_kal001_11.wav,kalyani,train,3.0,16000
264,c06vee_ss_kal001_11.wav,kalyani,train,3.0,16000
265,c07vee_ss_kal001_11.wav,kalyani,train,3.0,16000
266,c08vee_ss_kal001_11.wav,kalyani,train,3.0,16000
267,c09vee_ss_kal001_11.wav,kalyani,train,3.0,16000
268,c01vee_ss_kal001_3.wav,kalyani,train,3.0,16000
269,c02vee_ss_kal001_3.wav,kalyani,train,3.0,16000
270,c03vee_ss_kal001_3.wav,kalyani,train,3.0,16000
271,c04vee_ss_kal001_3.wav,kalyani,train,3.0,16000
272,c05vee_ss_kal001_3.wav,kalyani,train,3.0,16000
273,c06vee_ss_kal001_3.wav,kalyani,train,3.0,16000
274,c07vee_ss_kal001_3.wav,kalyani,train,3.0,16000
275,c08vee_ss_kal001_3.wav,kalyani,train,3.0,16000
276,c09vee_ss_kal001_3.wav,kalyani,train,3.0,16000
277,c01fl_nr_kal002_11.wav,kalyani,train,3.0,16000
278,c02fl_nr_kal002_11.wav,kalyani,train,3.0,16000
279,c03fl_nr_kal002_11.wav,kalyani,train,3.0,16000
280,c04fl_nr_kal002_11.wav,kalyani,train,3.0,16000
281,c05fl_nr_kal002_11.wav,kalyani,train,3.0,16000
282,c06fl_nr_kal002_11.wav,kalyani,train,3.0,16000
283,c07fl_nr_kal002_11.wav,kalyani,train,3.0,16000
284,c08fl_nr_kal002_11.wav,kalyani,train,3.0,16000
285,c09fl_nr_kal002_11.wav,kalyani,train,3.0,16000
286,c010fl_nr_kal002_11.wav,kalyani,train,3.0,16000
287,c011fl_nr_kal002_11.wav,kalyani,train,3.0,16000
288,c012fl_nr_kal002_11.wav,kalyani,train,3.0,16000
289,c01fl_smc_kal004_1.wav,kalyani,train,3.0,16000
290,c02fl_smc_kal004_1.wav,kalyani,train,3.0,16000
291,c03fl_smc_kal004_1.wav,kalyani,train,3.0,16000
292,c04fl_smc_kal004_1.wav,kalyani,train,3.0,16000
293,c05fl_smc_kal004_1.wav,kalyani,train,3.0,16000
294,c06fl_smc_kal004_1.wav,kalyani,train,3.0,16000
295,c07fl_smc_kal004_1.wav,kalyani,train,3.0,16000
296,c08fl_smc_kal004_1.wav,kalyani,train,3.0,16000
297,c09fl_smc_kal004_1.wav,kalyani,train,3.0,16000
298,c010fl_smc_kal004_1.wav,kalyani,train,3.0,16000
299,c011fl_smc_kal004_1.wav,kalyani,train,3.0,16000
300,c012fl_smc_kal004_1.wav,kalyani,train,3.0,16000
301,c013fl_smc_kal004_1.wav,kalyani,train,3.0,16000
302,c01vee_ss_kal001_2.wav,kalyani,train,3.0,16000
303,c02vee_ss_kal001_2.wav,kalyani,train,3.0,16000
304,c03vee_ss_kal001_2.wav,kalyani,train,3.0,16000
305,c04vee_ss_kal001_2.wav,kalyani,train,3.0,16000
306,c05vee_ss_kal001_2.wav,kalyani,train,3.0,16000
307,c06vee_ss_kal001_2.wav,kalyani,train,3.0,16000
308,c07vee_ss_kal001_2.wav,kalyani,train,3.0,16000
309,c08vee_ss_kal001_2.wav,kalyani,train,3.0,16000
310,c01vio_gk_kal003_12.wav,kalyani,train,3.0,16000
311,c02vio_gk_kal003_12.wav,kalyani,train,3.0,16000
312,c03vio_gk_kal003_12.wav,kalyani,train,3.0,16000
313,c04vio_gk_kal003_12.wav,kalyani,train,3.0,16000
314,c05vio_gk_kal003_12.wav,kalyani,train,3.0,16000
315,c06vio_gk_kal003_12.wav,kalyani,train,3.0,16000
316,c07vio_gk_kal003_12.wav,kalyani,train,3.0,16000
317,c08vio_gk_kal003_12.wav,kalyani,train,3.0,16000
318,c09vio_gk_kal003_12.wav,kalyani,train,3.0,16000
319,c010vio_gk_kal003_12.wav,kalyani,train,3.0,16000
320,c011vio_gk_kal003_12.wav,kalyani,train,3.0,16000
321,c012vio_gk_kal003_12.wav,kalyani,train,3.0,16000
322,c013vio_gk_kal003_12.wav,kalyani,train,3.0,16000
323,c01vee_ss_kal001_14.wav,kalyani,train,3.0,16000
324,c02vee_ss_kal001_14.wav,kalyani,train,3.0,16000
325,c03vee_ss_kal001_14.wav,kalyani,train,3.0,16000
326,c04vee_ss_kal001_14.wav,kalyani,train,3.0,16000
327,c05vee_ss_kal001_14.wav,kalyani,train,3.0,16000
328,c06vee_ss_kal001_14.wav,kalyani,train,3.0,16000
329,c07vee_ss_kal001_14.wav,kalyani,train,3.0,16000
330,c08vee_ss_kal001_14.wav,kalyani,train,3.0,16000
331,c09vee_ss_kal001_14.wav,kalyani,train,3.0,16000
332,c010vee_ss_kal001_14.wav,kalyani,train,3.0,16000
333,c011vee_ss_kal001_14.wav,kalyani,train,3.0,16000
334,c012vee_ss_kal001_14.wav,kalyani,train,3.0,16000
335,c01vee_ss_kal001_6.wav,kalyani,train,3.0,16000
336,c02vee_ss_kal001_6.wav,kalyani,train,3.0,16000
337,c03vee_ss_kal001_6.wav,kalyani,train,3.0,16000
338,c04vee_ss_kal001_6.wav,kalyani,train,3.0,16000
339,c05vee_ss_kal001_6.wav,kalyani,train,3.0,16000
340,c06vee_ss_kal001_6.wav,kalyani,train,3.0,16000
341,c07vee_ss_kal001_6.wav,kalyani,train,3.0,16000
342,c08vee_ss_kal001_6.wav,kalyani,train,3.0,16000
343,c09vee_ss_kal001_6.wav,kalyani,train,3.0,16000
344,c010vee_ss_kal001_6.wav,kalyani,train,3.0,16000
345,c011vee_ss_kal001_6.wav,kalyani,train,3.0,16000
346,c012vee_ss_kal001_6.wav,kalyani,train,3.0,16000
347,c01fl_nr_kal002_14.wav,kalyani,train,3.0,16000
348,c02fl_nr_kal002_14.wav,kalyani,train,3.0,16000
349,c03fl_nr_kal002_14.wav,kalyani,train,3.0,16000
350,c04fl_nr_kal002_14.wav,kalyani,train,3.0,16000
351,c05fl_nr_kal002_14.wav,kalyani,train,3.0,16000
352,c06fl_nr_kal002_14.wav,kalyani,train,3.0,16000
353,c07fl_nr_kal002_14.wav,kalyani,train,3.0,16000
354,c08fl_nr_kal002_14.wav,kalyani,train,3.0,16000
355,c09fl_nr_kal002_14.wav,kalyani,train,3.0,16000
356,c010fl_nr_kal002_14.wav,kalyani,train,3.0,16000
357,c011fl_nr_kal002_14.wav,kalyani,train,3.0,16000
358,c01r1_vee_ss_kal.wav,kalyani,train,3.0,16000
359,c02r1_vee_ss_kal.wav,kalyani,train,3.0,16000
360,c03r1_vee_ss_kal.wav,kalyani,train,3.0,16000
361,c04r1_vee_ss_kal.wav,kalyani,train,3.0,16000
362,c05r1_vee_ss_kal.wav,kalyani,train,3.0,16000
363,c06r1_vee_ss_kal.wav,kalyani,train,3.0,16000
364,c07r1_vee_ss_kal.wav,kalyani,train,3.0,16000
365,c08r1_vee_ss_kal.wav,kalyani,train,3.0,16000
366,c09r1_vee_ss_kal.wav,kalyani,train,3.0,16000
367,c010r1_vee_ss_kal.wav,kalyani,train,3.0,16000
368,c011r1_vee_ss_kal.wav,kalyani,train,3.0,16000
369,c012r1_vee_ss_kal.wav,kalyani,train,3.0,16000
370,c013r1_vee_ss_kal.wav,kalyani,train,3.0,16000
371,c014r1_vee_ss_kal.wav,kalyani,train,3.0,16000
372,c015r1_vee_ss_kal.wav,kalyani,train,3.0,16000
373,c016r1_vee_ss_kal.wav,kalyani,train,3.0,16000
374,c017r1_vee_ss_kal.wav,kalyani,train,3.0,16000
375,c018r1_vee_ss_kal.wav,kalyani,train,3.0,16000
376,c019r1_vee_ss_kal.wav,kalyani,train,3.0,16000
377,c020r1_vee_ss_kal.wav,kalyani,train,3.0,16000
378,c021r1_vee_ss_kal.wav,kalyani,train,3.0,16000
379,c022r1_vee_ss_kal.wav,kalyani,train,3.0,16000
380,c023r1_vee_ss_kal.wav,kalyani,train,3.0,16000
381,c024r1_vee_ss_kal.wav,kalyani,train,3.0,16000
382,c025r1_vee_ss_kal.wav,kalyani,train,3.0,16000
383,c026r1_vee_ss_kal.wav,kalyani,train,3.0,16000
384,c027r1_vee_ss_kal.wav,kalyani,train,3.0,16000
385,c028r1_vee_ss_kal.wav,kalyani,train,3.0,16000
386,c029r1_vee_ss_kal.wav,kalyani,train,3.0,16000
387,c030r1_vee_ss_kal.wav,kalyani,train,3.0,16000
388,c031r1_vee_ss_kal.wav,kalyani,train,3.0,16000
389,c032r1_vee_ss_kal.wav,kalyani,train,3.0,16000
390,c033r1_vee_ss_kal.wav,kalyani,train,3.0,16000
391,c034r1_vee_ss_kal.wav,kalyani,train,3.0,16000
392,c035r1_vee_ss_kal.wav,kalyani,train,3.0,16000
393,c036r1_vee_ss_kal.wav,kalyani,train,3.0,16000
394,c037r1_vee_ss_kal.wav,kalyani,train,3.0,16000
395,c038r1_vee_ss_kal.wav,kalyani,train,3.0,16000
396,c039r1_vee_ss_kal.wav,kalyani,train,3.0,16000
397,c040r1_vee_ss_kal.wav,kalyani,train,3.0,16000
398,c041r1_vee_ss_kal.wav,kalyani,train,3.0,16000
399,c042r1_vee_ss_kal.wav,kalyani,train,3.0,16000
400,c043r1_vee_ss_kal.wav,kalyani,train,3.0,16000
401,c044r1_vee_ss_kal.wav,kalyani,train,3.0,16000
402,c045r1_vee_ss_kal.wav,kalyani,train,3.0,16000
403,c046r1_vee_ss_kal.wav,kalyani,train,3.0,16000
404,c047r1_vee_ss_kal.wav,kalyani,train,3.0,16000
405,c048r1_vee_ss_kal.wav,kalyani,train,3.0,16000
406,c049r1_vee_ss_kal.wav,kalyani,train,3.0,16000
407,c050r1_vee_ss_kal.wav,kalyani,train,3.0,16000
408,c051r1_vee_ss_kal.wav,kalyani,train,3.0,16000
409,c052r1_vee_ss_kal.wav,kalyani,train,3.0,16000
410,c053r1_vee_ss_kal.wav,kalyani,train,3.0,16000
411,c054r1_vee_ss_kal.wav,kalyani,train,3.0,16000
412,c055r1_vee_ss_kal.wav,kalyani,train,3.0,16000
413,c056r1_vee_ss_kal.wav,kalyani,train,3.0,16000
414,c057r1_vee_ss_kal.wav,kalyani,train,3.0,16000
415,c058r1_vee_ss_kal.wav,kalyani,train,3.0,16000
416,c059r1_vee_ss_kal.wav,kalyani,train,3.0,16000
417,c060r1_vee_ss_kal.wav,kalyani,train,3.0,16000
418,c061r1_vee_ss_kal.wav,kalyani,train,3.0,16000
419,c062r1_vee_ss_kal.wav,kalyani,train,3.0,16000
420,c063r1_vee_ss_kal.wav,kalyani,train,3.0,16000
421,c064r1_vee_ss_kal.wav,kalyani,train,3.0,16000
422,c065r1_vee_ss_kal.wav,kalyani,train,3.0,16000
